类别,中文,英文,Notes,,,,
,日本東京上野湯島,"Ueno Yushima, Tokyo, Japan",,,,,
,日本神田湯島,"Kanda Yushima, Japan",,,,,
,福建建陽,"Jianyang, Fujian Province",,,,,
,東陽,Dongyang,,,,,
,紹興府,Shaoxing prefecture,,,,,
,天津,Tianjin,,,,,
,日本京都東福寺塔頭寶勝院,"Tattyu Hosyo-in, Tofukuji Temple, Kyoto, Japan",,,,,
,北京,Beijing,,,,,
,日本江戶時代九州地區豐后國海部郡佐伯藩,Saiki-han，Amabe-gun，Bungonokuni，Kyusyu，Japan in Edo Period,,,,,
,日本京都大德寺,"Daitokuji Temple in Kyoto, Japan",,,,,
,日本東京都赤坂離宮,Akasakarikyu in Tokyo,,,,,
,日本東京,"Tokyo, Japan",,,,,
,贛州,Ganzhou,,,,,
,日本京都相國寺,"Shokokuji Temple in Kyoto, Japan",,,,,
,日本東京赤坂離宮,Akasakarikyu in Tokyo,,,,,
,日本東京都千代田區,"Chiyoda Ward, Tokyo, Japan",,,,,
,日本江戶城紅葉山,"Momijiyama Mountain, Edo Castle, Japan",,,,,
,建陽考亭,Jianyang Kaoting,,,,,
,京都東福寺塔頭不二庵,"Tattyu Fuji-an, Tofukuji Temple, Kyoto, Japan",,,,,
,日本鐮倉,"Kamakura, Japan",,,,,
,日本江戶,"Edo, Japan",,,,,
,龍舒,Long Shu,,,,,
,日本東京內務省,"Home Ministry, Tokyo, Japan",,,,,
,日本京都東福寺塔頭艮岳院,"Tattyu Kongaku-in, Tofukuji Temple, Kyoto, Japan",,,,,
,日本越前國福井藩,Fukui-han，Echizennokuni，Japan,,,,,
,日本越前福原寺?,Japan Echizen Fukuhara Temple?,,,,,
,朝鮮?,North Korea?,,,,,
,日本東京上野忍岡,"Shinobugaoka Ueno, Tokyo, Japan",,,,,
,岡山城?,Okayama Castle?,,,,,
,日本神奈川縣橫濱市金澤區金澤町,"Kanazawa, Kanazawa Ward, Yokohama City, Kanagawa Prefecture, Japan",,,,,
,日本京都御苑,"Gyoen, Kyoto, Japan",,,,,
,日本京都府京都市上京區今出川通烏丸東入相國寺門前町,"Karasuma Higasi-iru Syokokujimonzen-cho, Imidekawa-dori, Kamigyo Ward, Kyoto Prefecture, Japan",,,,,
,日本京都右京區嵯峨,"Saga, Ukyo Ward, Kyoto, Japan",,,,,
,日本東京千代田區,"Chiyoda Ward, Tokyo, Japan",,,,,
,日本京都右京區嵯峨北堀町,"Sagakitabori, Ukyo ward, Kyoto, Japan",,,,,
,日本？,Japan?,,,,,
,浙江,Zhejiang,,,,,
,日本姬路,Himeji,,,,,
,中國？,China?,,,,,
,中國,China,,,,,
,日本江戶紅葉山,"Momijiyama Mountain, Edo, Japan",,,,,
,日本京都府,Kyoto Prefecture,,,,,
,日本神奈川縣鎌倉市,"Kamakura City, Kanagawa Prefecture, Japan",,,,,
,日本東京豐島區,"Toshima Ward, Tokyo, Japan",,,,,
,浙江杭州,"Hangzhou, Zhejiang",,,,,
,日本近江國蒲生郡仁正寺,Nisyoji，Gamo-gun，Ominokuni，Japan,,,,,
,漢陽,Hanyang,,,,,
,湖廣,Huguang,,,,,
,東京臺東區上野公園北,"Ueno Park North, Taito Ward, Tokyo",,,,,
,日本紅葉山,Momijiyama Mountain in Japan,,,,,
,日本土佐藩,"Tosa, Japan",,,,,
,建安,Jian 'an,,,,,
,建,Jian,,,,,
,日本京都,"Kyoto, Japan",,,,,
,日本東京都千代田區神田佐九間町醫學館,"Igakukan，Kanda Sakuma-cho, Chiyoda Ward, Tokyo, Japan",,,,,
,高麗京都開城府,"Kaesungfu, Kyoto, Korea",,,,,
,日本武藏國倉城郡六浦莊,Mutsuurasyo-ura，Kuragi-gun，Musashinokuni，Japan,,,,,
,廬陵,Luling,,,,,
,日本江都,Edo，Japan,,,,,
,松江澱山,Songjiang Lake Mountain,,,,,
,日本東京都忍岡,"Shinobugaoka, Tokyo, Japan",,,,,
,日本神奈川縣橫濱市金澤區,"Kanazawa Ward, Yokohama City, Kanagawa Prefecture, Japan",,,,,
,建安德新堂,Build a new hall,,,,,
,日本東京都千代田區北之丸公園,"Kitanomaru Park, Chiyoda Ward, Tokyo, Japan",,,,,
,日本湯島,"Yushima, Japan",,,,,
,日本東京都千代田區皇居,"Imperial House, Chiyoda Ward, Tokyo, Japan",,,,,
,日本神奈川,"Kanagawa, Japan",,,,,
,當塗郡,Dangtu county,,,,,
,日本東京都千代田區北丸公園内,"In the Kitanomaru Park, Chiyoda Ward, Tokyo, Japan",,,,,
,日本大阪府,"Osaka Prefecture, Japan",,,,,
,江西,Jiangxi,,,,,
,漢城府,Seoul prefecture,,,,,
,蘇州府吳縣,"Fuwu County, Suzhou",,,,,
,日本岐阜,"Gifu, Japan",,,,,
,日本相模國鎌倉郡,"Kamakura-gun, Sagamunokuni, Japan",,,,,
,日本京都市東福寺龍眠庵,"Ryumin-an, Tofukuji Temple, Kyoto City, Japan",,,,,
,日本東京都台東區上野公園,"Ueno Park, Taito Ward, Tokyo, Japan",,,,,
,圭山書院,Keisan Seowon,,,,,
,江南州,Jiangnan Prefecture,,,,,
,中国福建,"Fujian, China",,,,,
,中國吳縣,"Wuxian County, China",,,,,
,日本大阪,"Osaka, Japan",,,,,
,日本東京淺草藏前,"Kuramae，Asakusa, Tokyo, Japan",,,,,
,日本,Japan,,,,,
,揚州,Yangzhou,,,,,
,江蘇崑山,"Kunshan, Jiangsu",,,,,
,日本鹿兒島郡,"Kagoshima Prefecture, Japan",,,,,
,日本東京市中心皇宮內舊御府圖書館,"Old Imperial Palace Library in central Tokyo, Japan",,,,,
,蘇州府常熟縣,"Fuchangshu County, Suzhou",,,,,
,西湖書院,West Lake Academy,,,,,
,長春,Changchun,,,,,
,金州,Golden State,,,,,
,日本京都右京區南禪寺,"Nanzenji Temple in Ukyo Ward, Kyoto, Japan",,,,,
,日本奈良,"Nara, Japan",,,,,
,吉州安福,Keju Anfu,,,,,
,杭州,Hangzhou,,,,,
,成都府學,Chengdu Fuxue,,,,,
,朝鮮,North Korea,,,,,
,江南西路轉運司,Jiangnan West Road transport Department,,,,,
,日本東京市中心皇宮內天守閣遺跡旁,"Next to the ruins of the Tensyukaku inside the Imperial Palace in central Tokyo, Japan",,,,,
,建陽,Jianyang,,,,,
,神田佐久間街天文臺遺址,Ruins of Tenmondai in Kanda Sakuma Street,,,,,
時間,明治十八年至明治二十四年,Meiji 18th to Meiji 24th year,,,,,
,江戶時代前期,The early Edo period,,,,,
,朝鮮宣祖時期?,Joseon Seonjo period?,,,,,
,元至正四年,Four years from Yuan to Zheng,,,,,
,一八八九年後,After 1889,,,,,
,明治年間,Meiji period,,,,,
,明和二年至寬政三年,Meiwa 2nd to Kansei 3rd,,,,,
,明治17年,Meiji 17th year,,,,,
,南宋末,Late Southern Song Dynasty,,,,,
,明治二十四年至昭和二十四年,Meiji 24 to Showa 24,,,,,
,雍正六年至嘉慶四年,The sixth year of Yongzheng to the fourth year of Jiaqing,,,,,
,1599年以後,After 1599,,,,,
,鐮倉時期(且北條實時之後),Kamakura Period (and after Hojo Sanetoki),,,,,
,明治七年至明治十四年,The seventh year of Meiji to the 14th year of Meiji,,,,,
,文化五年二月,Bunka 5 February,,,,,
,明治24年,Meiji 24 years,,,,,
,鐮倉時期（北條實時之後）,Kamakura Period (and after Hojo Sanetoki),,,,,
,明治六年至昭和二十二年之間,Between the sixth year of Meiji and the 22nd year of Showa,,,,,
,江戶後期,Late edo period,,,,,
,元順帝至元六年,Yuan Shun Emperor to Yuan six years,,,,,
,天和元年前,before Tenna 1st,,,,,
,大正十一年壬戌冬,the winter of Taisho 11th，Renxu,,,,,
,元至正八年,Yuan to Zheng eight years,,,,,
,弘化三年後,after Kouka 3rd,,,,,
,南宋慶元六年/鐮倉時代/天正、文祿間,Southern Song Qing Yuan six years/Kamakura era/Tensyo，Bunroku,,,,,
,南宋寧宗前期,Early Ningzong period of the Southern Song Dynasty,,,,,
,元和五年之後,after Genna 5th,假定爲江戶時代的元和年號,,,,
,建治元年以後,After the first year of Kenji,,,,,
,明治元年至明治四年,The first Meiji year to the fourth Meiji year,,,,,
,寶曆四年以後,after Horeki 4th,,,,,
,明德四年後,after Meitoku 4th,,,,,
,南宋理宗時期,Rizong period of Southern Song Dynasty,,,,,
,明治年间,Meiji period,,,,,
,寬永十六年後,after Kanei 16th,,,,,
,戰國時期?,Sengoku Period,,,,,
,元代,Yuan Dynasty,,,,,
,明治十二年至明治十九年,The 12th to 19th years of Meiji,,,,,
,明治時期,Meiji period,,,,,
,応永元年後,after Oei 1st,,,,,
,蒙古憲宗五年,Five years of the Mongolian Constitution,,,,,
,文政十年以後,after Bunsei 10th,,,,,
,元世祖至元二十八年辛卯,"Xinmao, Emperor Shizu of the Yuan Dynasty, in the 28th year of the Yuan Dynasty",,,,,
,長慶七年以後,After seven years in Changqing,,,,,
,明治六年至明治十八年之間,Between the sixth and 18th years of Meiji,,,,,
,昭和二十四年至今,Showa twenty-four years to the present,,,,,
,淳煕9年後的宋孝宗朝,Emperor Xiaozong of Song Dynasty in 9 years,,,,,
,文化十四年六月,Bunka 14 June,,,,,
,明治時期?,The Meiji period?,,,,,
,明治十七年之前,before Meiji 17th,,,,,
,元大德十一年,Yuan Da De eleven years,,,,,
,安永四年以後,after Anei 4th,,,,,
,元,yuan,,,,,
,嘉元元年、二年,Kagen 1st，2nd,,,,,
,永祿九年丙寅四月十六日,Eiroku ninth，Bingyin，April 16,,,,,
,明治維新以前,Before the Meiji Restoration,,,,,
,北宋,Northern Song Dynasty,,,,,
,日本江戶時代德川家齊寬政九年後,after Kansei 9th，Edo Period in Japan，governed by Tokugawa Ienari,,,,,
,文化辛未及以後,after Bunka Xinwei,,,,,
,明治二十二年後,after Meiji 22nd,,,,,
,文政,Bunsei,,,,,
,元至正二年,Yuan to Zheng two years,,,,,
,明治18年,Meiji 18th year,,,,,
,元至元二十五年,From Yuan to Yuan in the 25th year,,,,,
,元至元間,Between the yuan and the yuan,,,,,
,朝鮮世宗十一年,The eleventh year of Sejong of Korea,,,,,
,乾隆年間,Qianlong period,,,,,
,天保八年丁酉歲八月十一日,Tenpou 8th，Dingyou，August 11,,,,,
,江戶後期,Late edo period,,,,,
,寬政九年以後,after Kansei 9th,,,,,
,日本明治五年後,after Meiji 5th,,,,,
,明治二十四年,The 24th year of Meiji,,,,,
,南宋紹興年間,The Shaoxing Period of the Southern Song Dynasty,,,,,
,日本正親町天皇永祿九年-後陽成天皇天正十九年,Eiroku 9th of Emperor Ogimachi - Tensyo 19th of Emperor Goyozei,,,,,
,至元三年,Three years,,,,,
,正和二年,Showa 2nd,,,,,
,日本弘化四年至明治十七年,Kouka 4th to Meiji 17th,,,,,
,清嘉慶至宣統年間,Qing Jiaqing to Xuantong years,,,,,
,寬永7年,Kanei 7th,,,,,
,寬政中,in Kansei,,,,,
,文化二年-明治元年,Bunka 2nd-Meiji 1st,,,,,
,日本明治七年後,after Meiji 7th,,,,,
,天正十四年至寬永二十年之間,Tensyo 14th to Kanei 20th,,,,,
,南宋/元末明初/江戶,Southern Song/late Yuan/Early Ming/Edo,,,,,
,明治時代,Meiji era,,,,,
,紹熙年間,Shaoxi period,,,,,
,嘉永二年至昭和四年之間,Between the second year of Jiayong and the fourth year of Zhaohe,,,,,
,嘉定九年,Nine years in Jiading,,,,,
,明治八年以後,After the eighth year of Meiji Period,,,,,
,寶歷五年至文化七年,Horeki 5th to Bunka 10th,,,,,
,元祿十四年至天明二年,Genroku 14th to Tenmei 2nd,,,,,
,日本明治元年後,after Meiji 1st,,,,,
,文政十一年至明治十年,Bunsei 11th to Meiji 10th,,,,,
,昭和二十二年之後,after Showa 22nd,,,,,
,朝鮮李氏王朝時期,The Lee Dynasty of Korea,,,,,
,南宋光宗年間/延德三年,The Southern Song Dynasty Guangzong period/Yande three years,,,,,
,五山時期(且成立京都五山之後),Gozan Period (and after the establishment of Kyoto Gozan),,,,,
,仁宗至徽宗,Renzong to Huizong,,,,,
,明治二十一年,The 21st year of Meiji,,,,,
,天保五年以後,after Tenpou 5th,,,,,
,文政十一年以前,before Bunsei 11th,,,,,
,江戶時代中期,The middle Edo period,,,,,
,康暦二年後,after Koryaku 2nd,,,,,
,室町時期,Muromachi period,,,,,
,南宋/南宋,The Southern Song Dynasty,,,,,
,元至正十一年,Yuan to the eleventh year,,,,,
,元至正二年/明成化九年/江戶前期,Yuan to Zheng two years/Ming Chenghua nine years/early Edo,,,,,
,明治2年,Meiji 2 years,,,,,
,南宋隆興、乾道年間,The Southern Song Dynasty Long Xing and Qiandao years,,,,,
,弘安五年后,after Koan 5th,,,,,
,明治十九年以後,After the nineteenth year of Meiji,,,,,
,江戶時代,Edo period,,,,,
,寬政三年之後,after Kansei 3rd,,,,,
,明治十九年至昭和八年,The nineteenth year of Meiji to the eighth year of Showa,,,,,
,建永元年之後,After the first year of Kenei,,,,,
,1604年後,After 1604,,,,,
,日本寬政五年後,after Kansei 5th,,,,,
,日本明治七年七月後,After  July，Meiji 7th,,,,,
,江戶明治之際,Junction of Edo and Meiji,,,,,
,明治十九年之後,after Meiji 19th,,,,,
,明嘉靖,Ming Jiajing,,,,,
,明治三十八年,The thirty-eighth year of Meiji,,,,,
,宝暦五年之前,before Horeki 5th,,,,,
,日本明治十七年後,after Meiji 17th,,,,,
,南宋慶元二年,The second year of Qingyuan in the Southern Song Dynasty,,,,,
,1868年,In 1868,,,,,
,日本文政癸未年,Bunsei，Guiwei,,,,,
,紹興丁卯季冬,Shaoxing Dingmao Jidong,,,,,
,享保至明和,Kyoho to Meiwa,,,,,
,明清之際,Ming and Qing Dynasties,,,,,
,昭和八年后,after Showa 8th,,,,,
,享和三年,Kyowa 3rd,,,,,
,北条實時之後,after Hojo Sanetoki,,,,,
,孝宗乾道年間,During the reign of Emperor Xiaozong Qiandao,,,,,
,明英宗正統十一年,Ming English orthodox eleven years,,,,,
,天明五年以前,before Tenmei 5th,,,,,
,元祿四年以後,after Genroku 4th,,,,,
,明和二年后,after Meiwa 2nd,,,,,
,成化六年至嘉靖二年,The sixth year of Chenghua to the second year of Jiajing,,,,,
,寬政八年,Kansei 8th,,,,,
,宋孝宗乾道間,Between Emperor Xiaozong of Song Dynasty and Emperor Qiandao,,,,,
,明治維新後,After the Meiji Restoration,,,,,
,昭和八年之後,after Showa 8th,,,,,
,應永二十年至文明七年,Oei 20th to Bunmei 7th,,,,,
,壬辰之役,Jinsin-no-ran,,,,,
,天明年間,in Tenmei,,,,,
,一九四九年後,After 1949,,,,,
,文祿元年以前,before Bunroku 1st,,,,,
,日本明治六年後,after Meiji 6th,,,,,
,明治十七年至明治十八年,Meiji 17th year to Meiji 18th year,,,,,
,日本室町時代,The Muromachi era,,,,,
,明治七年以後,After the seventh year of Meiji,,,,,
,高麗肅宗六年/大宋建中靖國元年/大遼乾統元年,The sixth year of King Sukjong in Goryeo/The first year of Yasukuni in the Jianzhong of the Song Dynasty/the first year of Gan Tong of the Great Liao Dynasty,,,,,
,寬政三年后,after Kansei 3rd,,,,,
,享和壬戌及以後,after Kyowa，Renxu,,,,,
,1618年後,After 1618,,,,,
,寬政三年前,before Kansei 3rd,,,,,
,日本弘化四年後,after Koka 4th,,,,,
,二戰後,After World War II,,,,,
,亨和三年,Kyowa 3rd,,,,,
,明治十七年以後,after Meiji 17th,,,,,
,明治十七年後,after Meiji 17th,,,,,
,元天曆元年,The first year of the Yuan calendar,,,,,
,仁孝天皇文政年間至明治十七年,From the Bunsei Period of Emperor Ninko to the 17th year of Meiji,,,,,
,1773年-1814年,From 1773 to 1814,,,,,
,文政元年,Bunsei 1st,,,,,
,天正十七年至明治十七年之間,Between the seventeenth year of Tensyo and the seventeenth year of Meiji,,,,,
,江戶時期,Edo period,,,,,
,明治五年至七年,Meiji five to seven years,,,,,
,約寳歷五年至寬政十三年,about Horeki 5th to Kansei 13th,,,,,
,明治二十六年十月,"October 26, Meiji",,,,,
,昭和五年以前,before Showa 5th,,,,,
,寬政十年以後,after Kansei 10th,,,,,
,明治六年前,before Meiji 6th,,,,,
,寬政三年後,after Kansei 3rd,,,,,
,明治十七年之後,after Meiji 17th,,,,,
,崇禎二年至約康熙二十六年,Chongzhen two years to about Kangxi twenty-six years,,,,,
,1249年次己酉,The year 1249 was the year of the eleventh hour,,,,,
,明代,Ming Dynasty,,,,,
,1760年-1801年,From 1760 to 1801,,,,,
,康熙年間,Reign of Kangxi,,,,,
,明治初,Early Meiji period,,,,,
,宝暦五年至享和元年之間,between Horeki 5th and Kyowa 1st,,,,,
,寬政八年前,before Kansei 8th,,,,,
,日本寬政九年後,after Kansei 9th,,,,,
,文政十一年,Bunsei 11th,,,,,
,南宋,Southern Song Dynasty,,,,,
,南宋紹興年间（紹興二十一年前）,The Shaoxing Period of the Southern Song Dynasty (21 years before Shaoxing),,,,,
,應永九年,Oei 9th,,,,,
,大德十年,Ten years of Great Virtue,,,,,
,文化十三年-明治元年,Bunka 13th- the first year of Meiji,,,,,
,一九三五年至一九四九年,From 1935 to 1949,,,,,
,淳熙12年/?,Chunhee 12 years /?,,,,,
,寶曆五年至享和元年,between Horeki 5th and Kyowa 1st,,,,,
,明治7年,Meiji 7th year,,,,,
,南宋孝宗朝,Xiao Zong of the Southern Song Dynasty,,,,,
,北宋/南宋,Northern Song/Southern Song,,,,,
,一九三五年四月,April 1935,,,,,
,亨和三年前,before Kyowa 3rd,,,,,
,明治5年,Meiji 5th year,,,,,
,淳熙丙午十二月,Chunxi C noon December,,,,,
,文政年間,Bunsei,,,,,
,一九一二年後,After 1912,,,,,
,天明元年以後,after Tenmei 1st,,,,,
,昭和二十四年,Showa 24th,,,,,
,北条實時以後,after Hojo Sanetoki,,,,,
,壬辰之役以前,before Jinshin-no-ran,,,,,
,昭和二十年後,after Showa 20th,,,,,
,紹興二十八年,Twenty-eight years of Shaoxing,,,,,
,孝宗至光宗,The king of Filial Piety to the King of Light,,,,,
,一九二二至一九三五,1922 to 1935,,,,,
書名,詩童子問二十卷,The poet asked the twenty volumes,,,,,
,重廣分門三蘇先生文粹,Heavy wide division of three Su Mr. Cultural essence,,,,,
,王荊文公詩,The poems of Wang Jing and Wen Gong,,,,,
,附音傍訓晦庵論語句解二卷,Attached to the sound of Xun Hanguan analects sentence solution two volumes,,,,,
,中州集,Zhongzhou collection,,,,,
,諸病源候論,On the pathogenesis of various diseases,,,,,
,文中子中說,The article said,,,,,
,村西集,Cun Xiji,,,,,
,東坡集,Dongpo collection,,,,,
,四書輯釋,The four books are released,,,,,
,正法眼藏,The right way is hidden in the eyes,,,,,
,史記,Historical records,,,,,
,集韻,Collection of rhyme,,,,,
,游宦紀聞,You eunuch chronicle,,,,,
,集千家註分類杜工部詩,Collection of thousands of notes classification Du Gongbu poetry,,,,,
,新編排韻增廣事類氏族大全,New arrangement of rhyme to increase the matter of clan completions,,,,,
,詩緝三十六卷,Poetry volume 36,,,,,
,十七史詳節,Seventeen sections of history,,,,,
,呂氏家塾讀詩記,Lu's family school read poetry,,,,,
,程朱二先生周易傳義,"Mr. Cheng, Zhu and Zhou Yi preached righteousness",,,,,
,太平寰宇記,Taiping World Book,,,,,
,王文公文集,The collected works of Wang Wengong,,,,,
,文選（明州本）,Selected texts (Mingzhou Edition),,,,,
,孝經,Filial piety sutra,,,,,
,楊氏家藏方,Yang's family Tibetan prescription,,,,,
,論語注疏,The Analects of Confucius,,,,,
,故唐律疏議名例篇,"Therefore, the Tang Dynasty law sparsely discussed famous examples",,,,,
,崔舍人玉堂類稿,Cui Sheren jade Hall class manuscript,,,,,
,周易本义附錄集註十卷,Zhouyi original meaning Appendix notes ten volumes,,,,,
,春秋胡氏傳附錄纂疏,The Spring and Autumn Hu appendix is sparse,,,,,
,歐陽文忠公集,Ouyang Wenzhong Gongji,,,,,
,禪林類聚,Zen forest together,,,,,
,新編四六必用方與勝覽,The new 46 will use Fang and Sheng Shan,,,,,
,論衡,On balance,,,,,
,北礀集,Beiqiji,,,,,
,聯燈會要,The lights will be,,,,,
,增廣太平惠民和劑局方,Enlarge Taiping benefit people and drug bureau side,,,,,
,古今韻會舉要,Ancient and modern rhyme will mention,,,,,
,誠齋四六發遣膏馥,Cheng Zhai four six hair send ointment Fu,,,,,
,景文宋公集,Jingwen Song Gong set,,,,,
,太平御覽,Peaceful view,,,,,
,詩集傳音釋,A collection of poems is translated,,,,,
,天台陳先生類編花果卉木全芳備祖,Rooftop Mr. Chen type braid flowers and flowers wood full aromatic prepared ancestor,,,,,
,四書章圖纂釋,The four books and chapters of the map compilation,,,,,
,寒山詩集,Hanshan poetry collection,,,,,
,本草衍義,The implication of materia medica,,,,,
,禮記集說,The book of Rites says,,,,,
,魏氏家藏方,Wei's family Tibetan prescriptions,,,,,
,尚書正義,Justice of the book,,,,,
,纂圖增新群書類要類事林廣記,The compilation of new books to add to the class of things in the broad records,,,,,
,春秋諸傳會通,The Spring and Autumn generations will pass through,,,,,
,爾雅注疏,A surname,,,,,
,初學記,Beginner's record,,,,,
,通典,General code,,,,,
,世說新語,The world speaks a new language,,,,,
,文選（贛州本）,Selected Texts (Ganzhou version),,,,,
,新編類要圖註本草,The new class diagram notes materia medica,,,,,
,西翁近藁,Scion chinensis,,,,,
,大方廣佛華嚴經,Generous and broad Buddha and strict sutras,,,,,
,誠齋先生南海集,Mr. Seizai Nanhai Collection,,,,,
,春秋經傳集解三十卷,The Spring and Autumn classics collected 30 volumes,,,,,
,國朝文類,Chinese and Korean characters,,,,,
,誠齋集,Seisaiji,,,,,
,禪宗頌古聯珠通集,Zen song ancient Lianzhu Tong set,,,,,
經手方式,撰述/編類,Writing/categorizing,,,,,
,題跋,Preface and postscript,,,,,
,抄補,Copy and supplement,,,,,
,編撰,compile,,,,,
,撰,from,,,,,
,轉贈,regift,,,,,
,校正,correction,,,,,
,收藏/題識/批註,Bookmark/mark/comment,,,,,
,編,Ed,,,,,
,撰/纂釋,Write/compile,,,,,
,收藏/經手,Collect/handle,,,,,
,收藏,collect,,,,,
,注/疏,Injection/thinning,,,,,
,撰/覆審/刊定,I write/review/KanDing,,,,,
,撰/編次/補注,Make/compile/supplement,,,,,
,收藏/訓點,Collection/Katen,,,,,
,撰/箋註/評點,Write/annotate/comment on notes,,,,,
,收藏/進獻,Collect/dedicate,,,,,
,重雕,recarving,,,,,
,重刻,reprint,,,,,
,著/編/校勘,Written/edited/collated,,,,,
,補鈔,Banknote replenishment,,,,,
,收藏?,Collection?,,,,,
,批註,comment,,,,,
,收藏?/題識,Collection? / identification,,,,,
,補抄,Make up,,,,,
,刊刻,print,,,,,
,注,note,,,,,
,撰/注,Write/note,,,,,
,集注,focus,,,,,
,校正刊刻,Corrected printing,,,,,
,撰/編,Compile/compile,,,,,
,鈔補,Banknote replacement,,,,,
,代管,escrow,,,,,
,纂,code,,,,,
,進獻,contribution,,,,,
,修定,revise,,,,,
,編撰/舉要,Compile/write,,,,,
,輯集/續輯,The collection/sequel,,,,,
,編輯/訂正,Edit/revise,,,,,
,資助刊刻,Subsidized printing,,,,,
,改裝,refit,,,,,
,描紅,reddening,,,,,
,觀閱,Watch and read,,,,,
,著/編,Write/compile,,,,,
,題識,identification,,,,,
,批校,proofreading,,,,,
,訓點/批校,Katen/batch school,,,,,
,點校,Spot check,,,,,
,識語,cognizance,,,,,
,譯,translation,,,,,
,著,the,,,,,
,精加校刻,Fine and proofread,,,,,
,編撰/注,Edit/note,,,,,
,題識/訓點,The idea/Katen,,,,,
